time	sn_day_avg	sn_day_max	sn_day_min	sm_day_avg	sm_day_max	sm_day_min	sx_day_avg	sx_day_max	sx_day_min	dn_day_avg	dn_day_max	dn_day_min	dm_day_avg	dm_day_max	dm_day_min	dx_day_avg	dx_day_max	dx_day_min	ta_day_avg	ta_day_max	ta_day_min	pa_day_avg	pa_day_max	pa_day_min	ua_day_avg	ua_day_max	ua_day_min	rc_day_avg	rc_day_max	rc_day_min	rd_day_avg	rd_day_max	rd_day_min	ri_day_avg	ri_day_max	ri_day_min	
2018-06-04 01:00:00+02	0.57	3.00	0.00	1.54	4.90	0.20	2.47	7.30	0.40	214.35	356.00	13.00	254.09	359.00	0.00	220.39	359.00	0.00	21.42	26.60	16.10	984.79	987.80	981.70	60.53	82.70	36.60	0.03	0.51	0.00	211.00	2700.00	0.00	0.00	0.10	0.00	
2018-06-05 01:00:00+02	0.60	3.90	0.00	1.63	6.40	0.10	2.63	9.90	0.30	234.09	359.00	0.00	233.35	359.00	0.00	163.52	359.00	0.00	21.35	25.90	15.90	982.81	986.90	981.80	59.25	82.00	38.90	0.00	0.01	0.00	32.43	280.00	0.00	0.00	0.10	0.00	
2018-06-06 01:00:00+02	0.89	4.60	0.00	2.88	7.10	0.50	4.96	9.80	1.20	134.35	359.00	0.00	68.43	355.00	4.00	125.22	252.00	36.00	17.06	21.30	13.20	991.28	993.30	986.90	41.97	67.80	25.40	0.00	0.00	0.00	2.22	50.00	0.00	0.00	0.00	0.00	
2018-06-07 01:00:00+02	0.72	3.40	0.00	2.32	6.10	0.10	3.98	10.60	0.30	140.74	359.00	0.00	69.30	344.00	0.00	124.65	345.00	14.00	18.60	25.10	10.60	992.25	993.70	990.40	37.30	52.10	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-06-08 01:00:00+02	0.44	3.50	0.00	1.33	4.90	0.10	2.22	7.10	0.30	200.65	359.00	0.00	136.61	359.00	0.00	137.70	359.00	0.00	22.43	29.10	14.50	988.60	990.50	986.60	44.98	69.30	28.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-06-09 01:00:00+02	0.55	3.50	0.00	1.75	5.40	0.10	2.97	8.60	0.30	177.96	359.00	0.00	174.61	359.00	1.00	172.39	359.00	0.00	23.93	30.40	18.90	986.16	987.30	984.60	53.40	73.10	28.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-06-10 01:00:00+02	0.48	3.50	0.00	1.40	6.80	0.10	2.34	11.70	0.20	187.48	359.00	0.00	170.09	359.00	0.00	168.48	359.00	0.00	23.49	30.30	18.30	984.42	985.80	982.30	55.04	80.50	26.80	0.74	6.77	0.00	723.39	7100.00	0.00	0.28	16.10	0.00	
2018-06-11 01:00:00+02	0.65	4.30	0.00	2.07	6.90	0.10	3.49	10.00	0.20	219.00	359.00	0.00	249.65	359.00	0.00	192.65	359.00	0.00	22.56	27.10	17.90	982.80	983.80	981.80	60.56	81.80	41.30	0.30	6.77	0.00	313.83	7100.00	0.00	0.00	0.00	0.00	
2018-06-12 01:00:00+02	0.47	3.80	0.00	1.38	6.90	0.10	2.29	12.30	0.30	222.52	359.00	0.00	214.00	359.00	0.00	137.57	359.00	0.00	19.44	21.80	15.70	980.65	982.30	978.80	69.01	83.00	47.10	5.33	7.67	0.00	4713.22	6900.00	0.00	0.33	15.70	0.00	
2018-06-13 01:00:00+02	0.71	3.60	0.00	1.93	5.50	0.10	3.14	8.20	0.20	207.48	359.00	0.00	106.13	359.00	0.00	97.65	359.00	0.00	17.07	19.20	14.20	981.81	984.10	980.40	68.06	81.70	59.60	0.74	7.67	0.00	2853.30	6900.00	0.00	0.03	2.40	0.00	
2018-06-14 01:00:00+02	0.76	3.50	0.00	2.00	5.10	0.20	3.25	7.60	0.50	277.35	359.00	0.00	170.04	359.00	0.00	81.96	359.00	0.00	18.08	21.10	15.70	985.54	987.20	983.70	59.74	70.20	45.20	0.04	0.69	0.00	198.17	4310.00	0.00	0.00	0.40	0.00	
2018-06-15 01:00:00+02	0.71	4.10	0.00	1.86	7.70	0.20	2.99	10.30	0.40	256.04	359.00	0.00	173.83	359.00	0.00	109.61	359.00	0.00	19.73	23.80	15.20	987.69	988.60	986.90	52.08	68.80	38.60	0.00	0.01	0.00	0.43	10.00	0.00	0.00	0.00	0.00	
2018-06-16 01:00:00+02	0.55	3.30	0.00	1.57	5.40	0.10	2.60	7.80	0.30	202.87	359.00	0.00	134.91	359.00	0.00	135.00	359.00	0.00	21.73	26.50	15.70	988.55	989.60	987.60	47.73	69.80	30.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-06-17 01:00:00+02	0.51	4.10	0.00	1.58	5.40	0.10	2.68	8.40	0.30	188.48	359.00	0.00	151.57	359.00	0.00	127.39	358.00	0.00	21.97	26.10	16.80	988.59	989.40	987.70	48.57	68.70	30.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-06-18 01:00:00+02	0.44	2.60	0.00	1.32	4.30	0.10	2.20	6.60	0.20	203.30	359.00	0.00	225.78	359.00	0.00	183.61	359.00	0.00	20.57	26.50	17.70	990.71	992.40	988.90	62.24	79.00	37.20	1.01	4.32	0.00	991.96	2470.00	0.00	0.19	32.40	0.00	
2018-06-19 01:00:00+02	0.54	4.00	0.00	1.53	5.70	0.20	2.51	8.30	0.40	221.04	357.00	2.00	266.48	359.00	1.00	201.00	359.00	0.00	22.47	27.00	17.60	994.00	996.00	992.30	48.88	75.70	32.60	0.19	4.32	0.00	117.00	2470.00	0.00	0.00	0.00	0.00	
2018-06-20 01:00:00+02	0.35	2.70	0.00	1.02	3.60	0.10	1.71	4.60	0.20	181.52	359.00	0.00	217.83	359.00	0.00	205.13	359.00	1.00	23.09	29.10	16.30	995.21	997.20	991.80	48.07	70.10	30.20	0.00	0.00	0.00	0.43	10.00	0.00	0.00	0.00	0.00	
2018-06-21 01:00:00+02	0.87	5.80	0.00	2.66	9.60	0.10	4.42	21.00	0.30	200.87	326.00	34.00	256.57	357.00	0.00	224.09	359.00	0.00	24.49	31.80	12.90	986.32	991.80	980.60	50.39	78.80	28.30	0.77	15.66	0.00	594.00	11680.00	0.00	0.50	21.70	0.00	
2018-06-22 01:00:00+02	0.70	3.80	0.00	2.31	6.00	0.20	3.86	20.30	0.60	221.70	355.00	1.00	278.00	355.00	87.00	229.65	359.00	0.00	14.07	17.10	11.70	990.13	991.20	988.50	54.30	79.60	35.60	0.79	18.30	0.00	583.91	13540.00	0.00	0.11	11.60	0.00	
2018-06-23 01:00:00+02	0.70	4.20	0.00	2.21	5.80	0.30	3.68	9.60	0.60	214.17	334.00	18.00	269.96	358.00	2.00	236.52	359.00	0.00	12.06	14.90	10.20	990.75	991.80	989.80	65.19	78.40	46.20	0.48	1.09	0.00	2234.13	4520.00	0.00	0.04	5.90	0.00	
2018-06-24 01:00:00+02	0.78	3.80	0.00	2.42	7.50	0.40	3.97	11.10	0.80	210.00	325.00	78.00	263.26	352.00	6.00	248.04	359.00	0.00	13.48	17.40	11.60	989.76	990.50	988.80	69.07	79.30	47.30	0.80	1.92	0.00	1734.43	4520.00	0.00	0.08	14.50	0.00	
2018-06-25 01:00:00+02	0.54	3.00	0.00	1.60	4.70	0.10	2.65	7.70	0.40	217.43	359.00	2.00	262.22	359.00	0.00	206.74	359.00	0.00	15.71	20.10	11.90	992.15	993.80	990.40	59.11	81.80	35.10	0.25	1.92	0.00	1038.48	4330.00	0.00	0.01	1.80	0.00	
2018-06-26 01:00:00+02	0.43	3.60	0.00	1.32	5.60	0.10	2.23	9.90	0.40	205.00	359.00	1.00	236.57	359.00	0.00	198.70	359.00	0.00	15.42	19.80	12.70	993.50	994.40	992.70	62.22	78.70	37.20	0.22	0.22	0.01	1407.26	1450.00	20.00	0.01	1.50	0.00	
2018-06-27 01:00:00+02	0.73	3.60	0.00	1.99	6.30	0.10	3.27	9.60	0.30	228.48	359.00	0.00	122.04	359.00	0.00	100.43	359.00	0.00	16.44	19.90	11.10	993.22	994.90	990.10	67.14	78.40	56.00	0.10	2.22	0.00	765.35	8390.00	0.00	0.05	3.70	0.00	
2018-06-28 01:00:00+02	0.78	3.80	0.00	2.23	6.50	0.10	3.74	11.20	0.30	212.96	359.00	0.00	107.52	359.00	0.00	109.57	359.00	0.00	17.87	19.70	15.80	986.59	990.20	984.50	80.77	84.70	72.80	3.32	5.53	0.00	10284.09	13440.00	30.00	0.33	23.10	0.00	
2018-06-29 01:00:00+02	0.72	3.50	0.00	1.94	5.70	0.10	3.20	8.50	0.30	256.04	359.00	0.00	157.57	359.00	0.00	84.39	359.00	0.00	22.03	28.00	17.80	983.13	984.60	981.10	57.57	79.20	38.30	0.28	5.53	0.00	866.09	13440.00	0.00	0.00	1.40	0.00	
2018-06-30 01:00:00+02	0.94	4.50	0.00	2.67	6.70	0.30	4.44	9.70	0.60	273.26	354.00	100.00	296.09	359.00	0.00	102.13	359.00	0.00	14.49	18.60	11.50	986.60	988.80	983.10	55.32	68.50	44.20	0.01	0.08	0.00	94.78	620.00	0.00	0.00	0.30	0.00	
2018-07-01 01:00:00+02	0.71	4.30	0.00	2.16	6.40	0.30	3.54	10.80	0.80	227.17	352.00	77.00	276.70	359.00	0.00	206.09	359.00	0.00	13.39	16.00	9.70	989.71	990.70	988.60	54.84	74.00	41.60	0.81	1.59	0.00	899.74	1710.00	0.00	0.07	22.30	0.00	
2018-07-02 01:00:00+02	0.82	4.60	0.00	2.64	7.50	0.20	4.40	11.20	0.50	230.96	359.00	8.00	262.09	359.00	0.00	224.65	359.00	0.00	15.31	19.90	11.00	989.73	990.20	989.40	49.76	73.80	31.70	0.07	1.59	0.00	75.61	1710.00	0.00	0.00	0.00	0.00	
2018-07-03 01:00:00+02	0.73	4.90	0.00	2.13	7.60	0.10	3.49	11.10	0.30	196.65	353.00	12.00	250.91	350.00	5.00	236.70	359.00	0.00	17.42	23.80	10.10	989.48	990.10	988.80	49.54	76.10	30.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-07-04 01:00:00+02	0.60	4.40	0.00	1.78	6.40	0.10	2.93	9.60	0.20	209.87	330.00	25.00	265.78	359.00	8.00	228.00	359.00	0.00	20.79	28.20	10.90	988.19	989.40	986.90	43.94	76.00	21.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-07-05 01:00:00+02	0.57	4.30	0.00	1.48	6.10	0.10	2.35	9.60	0.30	198.30	324.00	19.00	249.35	356.00	130.00	236.87	359.00	0.00	23.09	30.60	13.10	984.87	987.20	982.30	42.34	73.50	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-07-06 01:00:00+02	0.56	3.50	0.00	1.60	5.00	0.10	2.56	7.60	0.30	205.17	352.00	5.00	254.78	359.00	0.00	232.43	359.00	0.00	20.49	25.70	17.00	985.78	988.90	983.50	59.94	80.20	36.80	1.10	4.12	0.00	1878.70	6770.00	0.00	0.18	7.60	0.00	
2018-07-07 01:00:00+02	0.66	3.40	0.00	1.92	5.60	0.10	3.15	13.20	0.30	223.35	340.00	0.00	273.09	358.00	0.00	226.83	359.00	0.00	20.61	26.20	15.50	989.75	990.60	988.70	50.99	80.10	31.80	0.23	4.12	0.00	335.48	6770.00	0.00	0.00	1.60	0.00	
2018-07-08 01:00:00+02	0.63	3.90	0.00	1.83	6.20	0.10	3.01	8.60	0.30	218.22	359.00	0.00	221.00	359.00	0.00	179.48	359.00	0.00	20.58	26.90	14.60	990.20	990.80	989.30	45.21	63.70	25.70	0.03	0.06	0.00	8.09	50.00	0.00	0.00	2.30	0.00	
2018-07-09 01:00:00+02	0.41	3.20	0.00	1.18	4.60	0.10	1.94	8.60	0.30	193.52	359.00	0.00	234.83	359.00	0.00	210.78	359.00	0.00	21.61	27.00	16.50	989.33	990.90	987.50	52.80	76.50	29.30	0.38	0.51	0.00	722.70	1110.00	0.00	0.02	7.50	0.00	
2018-07-10 01:00:00+02	0.43	3.70	0.00	1.37	7.00	0.10	2.32	11.50	0.30	194.65	358.00	0.00	231.80	358.00	0.00	205.80	359.00	0.00	20.16	29.40	15.10	987.60	988.50	985.70	60.96	79.40	24.00	0.36	1.47	0.00	857.30	3550.00	0.00	0.07	8.40	0.00	
2018-07-11 01:00:00+02	0.47	4.10	0.00	1.30	5.90	0.10	2.08	8.60	0.30	200.13	358.00	0.00	242.57	359.00	0.00	210.13	359.00	0.00	18.85	23.20	17.10	987.33	987.80	986.90	74.76	83.90	49.20	0.76	6.06	0.00	3116.43	13330.00	0.00	0.20	22.00	0.00	
2018-07-12 01:00:00+02	0.89	6.10	0.00	2.50	8.00	0.10	4.04	11.90	0.30	197.35	357.00	1.00	251.39	346.00	17.00	243.83	359.00	0.00	18.64	23.80	14.90	987.64	988.30	986.90	60.62	84.00	33.80	0.34	6.06	0.00	903.74	13330.00	0.00	0.08	5.60	0.00	
2018-07-13 01:00:00+02	0.87	5.00	0.00	2.69	8.20	0.40	4.41	11.70	0.90	207.13	291.00	69.00	262.96	341.00	204.00	255.22	359.00	0.00	18.26	23.60	15.20	988.14	989.40	987.00	66.63	84.00	38.40	2.63	6.63	0.00	3789.74	5810.00	0.00	0.29	30.70	0.00	
2018-07-14 01:00:00+02	0.74	3.80	0.00	2.54	7.80	0.50	4.38	13.00	1.20	219.30	357.00	0.00	271.43	359.00	1.00	221.48	359.00	0.00	19.47	25.60	16.30	988.41	989.30	987.00	62.84	77.00	39.90	0.50	6.63	0.00	1138.43	5810.00	0.00	0.02	8.00	0.00	
2018-07-15 01:00:00+02	0.75	4.30	0.00	2.40	7.50	0.10	4.03	12.10	0.40	229.30	358.00	0.00	265.43	359.00	0.00	204.30	359.00	0.00	20.78	25.70	17.40	987.66	988.70	986.10	57.08	73.10	34.80	0.48	1.43	0.00	413.48	1880.00	0.00	0.05	25.70	0.00	
2018-07-16 01:00:00+02	0.62	3.50	0.00	1.73	6.10	0.10	2.76	10.10	0.30	211.70	357.00	1.00	253.43	356.00	0.00	227.70	359.00	0.00	19.71	25.40	16.70	984.76	987.30	982.10	66.67	81.50	42.20	6.08	14.49	0.00	1551.96	4330.00	0.00	0.63	70.50	0.00	
2018-07-17 01:00:00+02	0.85	4.00	0.00	2.61	6.60	0.40	4.31	11.60	1.10	209.00	272.00	98.00	264.96	326.00	224.00	258.09	359.00	0.00	18.13	18.80	17.50	980.25	982.20	978.90	81.76	84.50	79.40	6.65	14.49	0.00	11955.43	23570.00	0.00	0.52	15.70	0.00	
2018-07-18 01:00:00+02	0.68	3.30	0.00	2.19	5.30	0.50	3.67	9.80	1.00	228.52	328.00	95.00	288.09	351.00	230.00	220.70	359.00	0.00	19.63	22.20	18.20	979.96	983.20	978.40	81.10	84.90	71.80	5.15	23.52	0.00	5593.91	24020.00	0.00	1.04	53.00	0.00	
2018-07-19 01:00:00+02	0.68	3.00	0.00	2.23	5.80	0.50	3.70	8.90	1.30	222.09	304.00	77.00	280.04	334.00	217.00	246.00	359.00	0.00	19.11	20.30	18.50	985.08	986.80	983.20	78.88	83.40	72.80	1.15	23.52	0.00	1233.74	17360.00	0.00	0.00	1.80	0.00	
2018-07-20 01:00:00+02	0.64	4.00	0.00	1.93	6.10	0.10	3.14	8.70	0.20	207.65	282.00	43.00	262.87	344.00	210.00	239.74	359.00	0.00	20.88	26.30	17.50	986.23	987.20	985.60	70.96	84.20	43.30	0.40	0.46	0.00	1967.74	2240.00	0.00	0.02	3.10	0.00	
2018-07-21 01:00:00+02	0.44	3.60	0.00	1.22	5.10	0.10	2.02	8.00	0.20	215.39	358.00	0.00	246.35	359.00	0.00	185.96	359.00	0.00	21.96	28.60	14.60	985.88	987.20	984.10	53.77	83.10	29.30	0.02	0.46	0.00	99.00	2240.00	0.00	0.00	0.00	0.00	
2018-07-22 01:00:00+02	0.40	3.40	0.00	1.18	4.80	0.10	1.98	7.10	0.30	187.17	359.00	0.00	174.00	359.00	0.00	159.22	359.00	0.00	22.24	29.80	15.60	983.55	984.80	982.40	54.23	76.20	27.70	0.02	0.05	0.00	4.74	10.00	0.00	0.00	2.80	0.00	
2018-07-23 01:00:00+02	0.70	4.80	0.00	1.90	6.50	0.10	3.13	10.80	0.20	246.52	358.00	1.00	230.43	359.00	0.00	144.13	359.00	0.00	22.91	28.50	16.90	985.19	986.60	984.20	52.12	82.60	28.30	0.00	0.05	0.00	0.43	10.00	0.00	0.00	0.00	0.00	
2018-07-24 01:00:00+02	0.74	4.30	0.00	1.93	7.20	0.10	3.11	9.70	0.40	247.17	359.00	0.00	191.04	359.00	0.00	126.65	359.00	1.00	23.17	29.00	16.20	986.26	987.40	984.90	46.60	71.10	28.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-07-25 01:00:00+02	0.62	3.90	0.00	1.66	6.50	0.10	2.71	9.50	0.20	207.78	359.00	0.00	164.00	359.00	0.00	156.00	358.00	0.00	22.55	29.00	16.40	986.12	987.30	985.20	54.83	75.20	31.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-07-26 01:00:00+02	0.45	3.50	0.00	1.27	5.70	0.10	2.10	8.40	0.30	174.87	359.00	0.00	168.43	359.00	0.00	184.83	358.00	0.00	22.10	28.30	17.10	987.93	989.30	986.80	64.79	81.10	37.30	0.03	0.15	0.00	283.96	1270.00	0.00	0.01	0.80	0.00	
2018-07-27 01:00:00+02	0.55	3.60	0.00	1.65	7.00	0.10	2.75	9.30	0.30	157.13	359.00	0.00	109.17	359.00	0.00	139.39	359.00	3.00	23.09	27.60	18.40	987.85	989.40	985.90	63.03	79.80	42.70	0.01	0.15	0.00	56.13	1270.00	0.00	0.00	0.00	0.00	
2018-07-28 01:00:00+02	0.34	3.00	0.00	0.98	3.90	0.10	1.63	5.10	0.30	201.04	359.00	0.00	187.57	359.00	0.00	172.43	359.00	0.00	24.88	31.90	18.50	984.37	985.90	983.20	56.26	80.00	32.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-07-29 01:00:00+02	0.46	3.20	0.00	1.30	7.80	0.10	2.11	12.80	0.20	202.61	358.00	0.00	238.48	359.00	0.00	215.22	359.00	0.00	22.42	29.30	19.50	987.28	989.80	985.10	70.93	81.60	45.10	5.23	10.56	0.00	2442.09	5490.00	0.00	0.46	61.20	0.00	
2018-07-30 01:00:00+02	0.36	5.50	0.00	0.99	8.10	0.10	1.63	10.00	0.20	206.43	359.00	0.00	231.09	358.00	0.00	196.78	359.00	0.00	21.60	28.70	17.40	990.27	991.20	989.20	73.00	83.90	47.50	3.41	10.56	0.00	2054.00	5490.00	0.00	0.30	53.10	0.00	
2018-07-31 01:00:00+02	0.55	4.60	0.00	1.68	6.40	0.10	2.81	9.50	0.20	146.70	359.00	0.00	110.87	359.00	1.00	151.43	359.00	0.00	22.77	28.30	17.90	991.43	992.70	990.20	66.67	85.10	42.70	0.44	6.94	0.00	605.39	4680.00	0.00	0.04	5.00	0.00	
2018-08-01 01:00:00+02	0.58	6.20	0.00	1.79	10.90	0.10	3.03	17.20	0.30	132.70	359.00	0.00	98.09	359.00	0.00	143.61	358.00	0.00	23.65	30.30	19.40	992.46	993.70	991.50	66.84	81.90	42.90	2.92	18.12	0.00	516.91	2640.00	0.00	0.79	69.10	0.00	
2018-08-02 01:00:00+02	0.52	3.20	0.00	1.57	5.20	0.10	2.63	8.50	0.20	149.83	359.00	0.00	95.30	359.00	0.00	131.61	359.00	0.00	25.23	31.50	19.80	993.52	994.40	992.30	60.23	84.60	35.20	0.80	18.12	0.00	127.04	2640.00	0.00	0.00	0.10	0.00	
2018-08-03 01:00:00+02	0.48	4.00	0.00	1.58	5.90	0.10	2.70	8.00	0.30	144.57	359.00	0.00	109.91	355.00	1.00	153.17	359.00	3.00	25.03	30.80	19.80	994.05	995.40	992.40	52.24	80.20	23.40	0.00	0.00	0.00	1.78	40.00	0.00	0.00	0.00	0.00	
2018-08-04 01:00:00+02	0.41	2.60	0.00	1.15	3.80	0.10	1.87	5.50	0.30	207.43	359.00	0.00	238.30	359.00	0.00	205.17	359.00	0.00	25.05	32.40	17.40	991.06	993.00	989.10	50.72	78.40	24.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-05 01:00:00+02	0.52	3.60	0.00	1.42	6.30	0.10	2.33	8.90	0.30	203.52	359.00	0.00	217.61	359.00	0.00	187.87	359.00	0.00	23.04	28.60	19.70	989.62	991.30	988.50	64.50	77.60	41.50	0.95	3.14	0.00	553.70	2630.00	0.00	0.11	34.30	0.00	
2018-08-06 01:00:00+02	0.44	3.00	0.00	1.33	5.60	0.10	2.26	7.60	0.30	231.48	359.00	0.00	246.48	359.00	0.00	152.39	359.00	0.00	21.63	26.60	17.60	991.97	993.60	990.80	55.05	83.40	33.50	0.15	3.14	0.00	138.57	2630.00	0.00	0.00	0.60	0.00	
2018-08-07 01:00:00+02	0.43	3.10	0.00	1.44	4.40	0.10	2.48	7.30	0.20	147.52	359.00	0.00	148.39	359.00	0.00	146.91	359.00	0.00	22.70	28.60	14.80	991.32	992.70	989.80	48.45	76.50	27.40	0.00	0.01	0.00	1.35	30.00	0.00	0.00	0.00	0.00	
2018-08-08 01:00:00+02	0.44	2.40	0.00	1.32	4.30	0.10	2.20	5.60	0.30	157.48	359.00	0.00	105.09	358.00	1.00	140.35	359.00	0.00	24.49	30.10	17.70	990.00	990.80	989.10	52.24	71.40	32.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-09 01:00:00+02	0.40	4.10	0.00	1.32	5.40	0.10	2.29	7.30	0.20	154.70	359.00	0.00	123.17	359.00	0.00	160.52	358.00	3.00	27.19	33.70	20.50	990.47	991.60	989.50	50.37	71.70	29.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-10 01:00:00+02	0.47	4.30	0.00	1.45	7.40	0.10	2.42	15.10	0.30	207.21	359.00	0.00	204.58	359.00	0.00	175.08	359.00	0.00	24.87	32.80	18.90	993.09	997.20	990.60	59.70	82.70	34.30	0.49	4.42	0.00	1082.38	9590.00	0.00	0.18	7.80	0.00	
2018-08-11 01:00:00+02	0.45	2.70	0.00	1.27	4.10	0.10	2.07	6.20	0.30	210.96	359.00	1.00	232.43	359.00	0.00	179.43	359.00	0.00	18.46	21.90	16.40	994.32	995.80	993.00	75.80	83.90	60.30	11.55	14.39	0.00	9447.48	11920.00	0.00	0.62	57.70	0.00	
2018-08-12 01:00:00+02	0.33	2.60	0.00	1.10	3.70	0.10	1.90	5.60	0.30	171.78	359.00	0.00	176.74	359.00	0.00	182.30	359.00	0.00	20.63	25.90	15.20	992.75	995.00	988.80	56.89	83.90	32.70	0.64	14.39	0.00	526.91	11920.00	0.00	0.00	0.00	0.00	
2018-08-13 01:00:00+02	0.44	3.60	0.00	1.22	5.10	0.10	1.99	7.40	0.20	187.04	352.00	1.00	240.30	359.00	3.00	229.04	359.00	0.00	23.48	31.20	14.30	985.44	988.80	982.80	53.72	80.90	30.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-14 01:00:00+02	0.40	5.70	0.00	1.23	11.40	0.10	2.03	16.30	0.30	213.57	358.00	9.00	263.57	358.00	1.00	198.13	359.00	0.00	22.28	27.10	17.90	984.52	987.40	983.10	62.94	80.30	46.10	3.51	6.32	0.00	830.26	1560.00	0.00	0.27	53.40	0.00	
2018-08-15 01:00:00+02	0.66	3.70	0.00	1.90	6.40	0.10	3.06	8.70	0.30	219.87	352.00	42.00	267.96	359.00	0.00	211.04	359.00	0.00	21.19	25.20	18.40	990.18	993.20	987.10	61.12	80.80	41.00	0.28	6.33	0.00	122.04	1600.00	0.00	0.00	0.00	0.00	
2018-08-16 01:00:00+02	0.37	2.90	0.00	1.10	4.60	0.10	1.83	6.60	0.20	164.04	359.00	0.00	145.04	359.00	2.00	171.87	359.00	1.00	20.97	26.00	16.70	992.64	993.80	991.10	60.91	80.00	40.10	0.00	0.00	0.00	2.65	60.00	0.00	0.00	0.00	0.00	
2018-08-17 01:00:00+02	0.44	3.10	0.00	1.48	5.00	0.10	2.56	7.30	0.30	141.61	359.00	0.00	96.00	359.00	0.00	155.04	336.00	2.00	22.30	27.50	17.10	990.47	991.60	989.10	59.90	79.90	39.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-18 01:00:00+02	0.26	2.30	0.00	0.80	3.30	0.10	1.37	5.30	0.20	203.04	359.00	0.00	214.13	359.00	0.00	183.35	359.00	0.00	22.68	29.10	17.30	992.20	994.10	990.20	61.61	81.50	36.50	0.07	0.19	0.00	246.30	670.00	0.00	0.01	2.90	0.00	
2018-08-19 01:00:00+02	0.32	3.20	0.00	0.93	6.30	0.00	1.55	10.90	0.20	205.57	359.00	0.00	216.39	359.00	0.00	187.65	359.00	0.00	22.43	29.00	16.40	993.63	995.10	991.50	61.29	83.60	32.60	0.03	0.19	0.00	304.61	770.00	0.00	0.00	0.70	0.00	
2018-08-20 01:00:00+02	0.40	3.30	0.00	1.08	5.40	0.10	1.76	8.00	0.20	193.04	358.00	11.00	247.70	359.00	0.00	224.87	359.00	0.00	24.21	31.30	16.70	989.58	991.50	987.60	54.52	82.10	31.90	0.00	0.07	0.00	34.04	770.00	0.00	0.00	0.00	0.00	
2018-08-21 01:00:00+02	0.52	3.60	0.00	1.40	5.20	0.10	2.27	7.60	0.30	227.13	359.00	0.00	204.39	359.00	0.00	149.17	359.00	0.00	21.84	25.60	17.40	992.87	994.70	990.20	55.24	75.10	37.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-22 01:00:00+02	0.51	3.30	0.00	1.65	5.10	0.10	2.81	7.00	0.30	131.70	359.00	0.00	96.57	359.00	0.00	140.78	357.00	0.00	21.49	26.30	18.00	994.14	995.50	992.40	50.48	70.20	34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-23 01:00:00+02	0.40	2.70	0.00	1.32	4.00	0.20	2.29	6.10	0.50	123.81	359.00	0.00	101.33	359.00	2.00	160.00	356.00	2.00	24.08	31.80	16.20	989.14	992.40	986.00	48.52	67.50	29.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-24 01:00:00+02	0.55	4.00	0.00	1.57	8.30	0.10	2.58	13.40	0.30	171.17	358.00	0.00	213.83	355.00	2.00	231.42	359.00	0.00	23.53	29.60	18.80	983.16	984.30	981.80	61.96	83.70	35.10	3.70	7.31	0.00	1369.25	2810.00	0.00	0.63	54.50	0.00	
2018-08-25 01:00:00+02	0.46	3.30	0.00	1.22	4.10	0.10	1.92	5.80	0.20	199.09	357.00	5.00	245.48	359.00	0.00	230.48	359.00	0.00	18.08	19.40	16.70	984.00	985.60	982.20	77.20	83.10	67.00	5.41	8.23	0.00	4652.04	7740.00	0.00	0.35	27.10	0.00	
2018-08-26 01:00:00+02	0.50	2.70	0.00	1.38	4.00	0.10	2.25	5.50	0.40	250.61	359.00	1.00	257.00	359.00	0.00	151.52	359.00	0.00	14.03	16.70	12.20	988.17	990.80	984.80	74.18	83.00	57.70	3.18	8.23	0.00	12806.09	21630.00	0.00	0.19	4.30	0.00	
2018-08-27 01:00:00+02	0.31	2.50	0.00	0.97	3.40	0.10	1.65	4.90	0.20	172.30	359.00	0.00	177.96	359.00	0.00	190.83	359.00	0.00	14.83	19.10	10.50	990.54	991.40	989.70	64.39	83.20	42.90	0.21	4.81	0.00	956.13	21630.00	0.00	0.00	0.00	0.00	
